partition,class,feature,n,mean,std,min,p50,p99,max
seed_train,benign,fwd_bytes,267323,1362.0746849317118,6815.021916399928,0.0,423.0,15034.239999999758,909229.0
seed_train,benign,bwd_bytes,267323,18105.027128230642,797042.6208029125,0.0,635.0,269602.2799999947,399000000.0
seed_train,benign,fwd_pkt_len_max,267323,451.3636724112777,845.367848374398,0.0,222.0,4344.0,24820.0
seed_train,benign,fwd_pkt_len_min,267323,16.173737388851688,39.527617388951484,0.0,0.0,76.0,2325.0
seed_train,benign,fwd_pkt_len_mean,267323,94.68831518447739,183.77982404408462,0.0,51.0,1000.2182097563896,4640.757576
seed_train,benign,bwd_pkt_len_max,267323,1002.8484754398237,1141.688478314047,0.0,393.0,4380.0,19530.0
seed_train,benign,bwd_pkt_len_min,267323,41.7763978408143,73.30801886550482,0.0,0.0,264.0,2146.0
seed_train,benign,bwd_pkt_len_mean,267323,350.3161298892339,405.60423658807713,0.0,169.0,1785.4211512999987,3706.2
seed_train,benign,flow_bytes_per_s,267323,379567.4230381056,9226035.234557802,0.0,1230.8438326636,2510421.42463997,2071000000.0
seed_train,benign,flow_pkts_per_s,267323,5290.820105019475,55491.61947442872,0.016708894,7.662343509,55555.55556,3000000.0
seed_train,benign,flow_iat_mean,267323,1943713.274253587,5259932.142331062,0.5,171341.125,32007576.139999706,120000000.0
seed_train,benign,flow_iat_std,267323,3917686.8978231316,9344292.6076639,0.0,288964.5799,54800000.0,84800000.0
seed_train,benign,flow_iat_max,267323,10822185.582770655,21208643.380509574,1.0,1023599.0,101163992.03999859,120000000.0
seed_train,benign,flow_iat_min,267323,35074.63529512986,925473.7613834211,0.0,4.0,335463.1199999999,120000000.0
seed_train,benign,fwd_iat_mean,267323,4675984.238465216,15043965.14028953,0.0,81650.33333,94865312.97999997,120000000.0
seed_train,benign,bwd_iat_mean,267323,4646207.782738268,15072882.346904546,0.0,33357.71429,94797498.15999965,120000000.0
seed_train,benign,syn_flag_count,267323,0.03815234753463039,0.19156394731845336,0.0,0.0,1.0,1.0
seed_train,benign,psh_flag_count,267323,0.5583694631588004,0.4965813183865795,0.0,1.0,1.0,1.0
seed_train,benign,ack_flag_count,267323,0.10339925857483269,0.3044796411929828,0.0,0.0,1.0,1.0
seed_train,benign,down_up_ratio,267323,0.5784163727026855,0.5302960613746049,0.0,1.0,1.0,10.0
seed_train,benign,pkt_size_avg,267323,230.90448021168498,240.12503967730288,0.0,138.75,1092.806335940006,3050.0
seed_train,attack,flow_duration,92934,73414229.89550649,38984504.64780433,1.0,86027046.0,116786112.9,119968626.0
seed_train,attack,fwd_packets,92934,6.4895302042309595,4.607248003416466,1.0,6.0,12.0,212.0
seed_train,attack,bwd_packets,92934,6.045957346073558,3.025879430741323,0.0,6.0,15.0,114.0
seed_train,attack,fwd_bytes,92934,506.18451804506424,2860.885857507061,0.0,357.0,1891.6699999999983,207930.0
seed_train,attack,bwd_bytes,92934,10624.351496761143,3911.8637336711536,0.0,11595.0,11595.0,183697.0
seed_train,attack,fwd_pkt_len_max,92934,331.91552069210405,343.505045541031,0.0,345.0,420.0,23360.0
seed_train,attack,fwd_pkt_len_min,92934,1.2042847612283987,36.158191569074255,0.0,0.0,6.0,1983.0
seed_train,attack,fwd_pkt_len_mean,92934,71.8326019558027,102.53781884945685,0.0,58.16666667,209.4,5940.857143
seed_train,attack,bwd_pkt_len_max,92934,5625.044741429401,2463.4414335687047,0.0,5792.0,11595.0,11595.0
seed_train,attack,bwd_pkt_len_min,92934,0.04247100092538791,6.744651188647447,0.0,0.0,0.0,1983.0
seed_train,attack,bwd_pkt_len_mean,92934,1776.0650038147178,622.4601418036236,0.0,1932.5,2898.75,3865.0
seed_train,attack,flow_bytes_per_s,92934,141190.59998984204,8092584.858605205,0.0,131.2438716,2603221.7711799988,1980000000.0
seed_train,attack,flow_pkts_per_s,92934,1303.3787280697163,33309.99255567503,0.017486315,0.151152206,12244.89796,3000000.0
seed_train,attack,flow_iat_mean,92934,6227466.861807121,3844713.3306857697,0.5,7130838.398499999,12300000.0,114000000.0
seed_train,attack,flow_iat_std,92934,20974063.912881922,11485214.862642687,0.0,25600000.0,35100000.0,83000000.0
seed_train,attack,flow_iat_max,92934,72371887.46484601,38735809.08964941,1.0,85500000.0,103000000.0,119000000.0
seed_train,attack,flow_iat_min,92934,3138.146383454925,408474.6562753055,0.0,3.0,105.0,114000000.0
seed_train,attack,fwd_iat_mean,92934,13075759.474150002,8955506.379169688,0.0,14100000.0,32700000.0,119000000.0
seed_train,attack,bwd_iat_mean,92934,4382925.48199277,9002642.14518397,0.0,30135.65,31500000.0,119000000.0
seed_train,attack,syn_flag_count,92934,0.01180407601093249,0.10800342494782568,0.0,0.0,1.0,1.0
seed_train,attack,psh_flag_count,92934,0.1830223599543762,0.38668485322172497,0.0,0.0,1.0,1.0
seed_train,attack,ack_flag_count,92934,0.5155486689478554,0.49975818041723935,0.0,1.0,1.0,1.0
seed_train,attack,down_up_ratio,92934,0.5946478145780877,0.6440994284080925,0.0,1.0,2.0,4.0
seed_train,attack,pkt_size_avg,92934,900.7411123403996,320.50981966316095,0.0,919.3076923,1495.375,1995.833333
prod_benign,all,flow_duration,168492,26653089.96188543,42919211.8231012,1.0,497258.0,119075428.11,119999987.0
prod_benign,all,fwd_packets,168492,13.366082662678346,44.676472687441,1.0,7.0,113.08999999999651,5391.0
prod_benign,all,bwd_packets,168492,14.76461196970776,69.063515317016,0.0,5.0,154.0,9175.0
prod_benign,all,fwd_bytes,168492,1244.6967037010659,4392.838453091773,0.0,442.0,12948.719999999972,718605.0
prod_benign,all,bwd_bytes,168492,15342.617423972652,118391.61952784838,0.0,664.0,237945.81999999966,15400000.0
prod_benign,all,fwd_pkt_len_max,168492,484.4374925812501,902.0809796313165,0.0,239.0,4766.0899999999965,24820.0
prod_benign,all,fwd_pkt_len_min,168492,15.479874415402511,32.28610378921536,0.0,0.0,73.0,2293.0
prod_benign,all,fwd_pkt_len_mean,168492,100.16540467431697,206.0216235435724,0.0,50.375,1449.375,4194.194444
prod_benign,all,bwd_pkt_len_max,168492,1044.4609180257817,1180.4061256464242,0.0,440.0,4380.0,11680.0
prod_benign,all,bwd_pkt_len_min,168492,41.89278422714432,70.46600897073462,0.0,0.0,257.0,2896.0
prod_benign,all,bwd_pkt_len_mean,168492,368.7394669121538,425.3774027301871,0.0,175.66666668335,1814.2030906999994,3735.736842
prod_benign,all,flow_bytes_per_s,168492,316030.16628512944,6868847.598172357,0.0,1990.8476358277499,2368749.61056017,1300000000.0
prod_benign,all,flow_pkts_per_s,168492,4520.714332532868,46361.62485655073,0.0183230316,17.37223270095,40816.32653,3000000.0
prod_benign,all,flow_iat_mean,168492,1596698.9576468042,4668209.767541838,0.5,77867.83333333334,29200000.0,109152243.0
prod_benign,all,flow_iat_std,168492,3301421.290744121,8435077.747672051,0.0,81948.9118984503,50300000.0,84800000.0
prod_benign,all,flow_iat_max,168492,9361833.887887852,20033312.69156824,1.0,264876.5,99400000.0,120000000.0
prod_benign,all,flow_iat_min,168492,26841.721304275576,901229.0901155529,0.0,3.0,304393.5199999999,109152243.0
prod_benign,all,fwd_iat_mean,168492,3790209.7774880463,13217498.793702418,0.0,43390.75,86307468.1999997,120000000.0
prod_benign,all,bwd_iat_mean,168492,3789250.696209018,13235487.508055875,0.0,25533.35714214285,85900000.0,120000000.0
prod_benign,all,syn_flag_count,168492,0.035491299290174014,0.1850180179465484,0.0,0.0,1.0,1.0
prod_benign,all,psh_flag_count,168492,0.5604182987916341,0.49633620578306076,0.0,1.0,1.0,1.0
prod_benign,all,ack_flag_count,168492,0.09661586306768274,0.29543398259402986,0.0,0.0,1.0,1.0
prod_benign,all,down_up_ratio,168492,0.5907698881846022,0.631835717769931,0.0,1.0,2.0,124.0
prod_benign,all,pkt_size_avg,168492,243.58757305367334,251.49200693909805,0.0,144.25,1093.909091,2784.0
prod_benign,benign,flow_duration,168492,26653089.96188543,42919211.8231012,1.0,497258.0,119075428.11,119999987.0
prod_benign,benign,fwd_packets,168492,13.366082662678346,44.676472687441,1.0,7.0,113.08999999999651,5391.0
prod_benign,benign,bwd_packets,168492,14.76461196970776,69.063515317016,0.0,5.0,154.0,9175.0
prod_benign,benign,fwd_bytes,168492,1244.6967037010659,4392.838453091773,0.0,442.0,12948.719999999972,718605.0
prod_benign,benign,bwd_bytes,168492,15342.617423972652,118391.61952784838,0.0,664.0,237945.81999999966,15400000.0
prod_benign,benign,fwd_pkt_len_max,168492,484.4374925812501,902.0809796313165,0.0,239.0,4766.0899999999965,24820.0
prod_benign,benign,fwd_pkt_len_min,168492,15.479874415402511,32.28610378921536,0.0,0.0,73.0,2293.0
prod_benign,benign,fwd_pkt_len_mean,168492,100.16540467431697,206.0216235435724,0.0,50.375,1449.375,4194.194444
prod_benign,benign,bwd_pkt_len_max,168492,1044.4609180257817,1180.4061256464242,0.0,440.0,4380.0,11680.0
prod_benign,benign,bwd_pkt_len_min,168492,41.89278422714432,70.46600897073462,0.0,0.0,257.0,2896.0
prod_benign,benign,bwd_pkt_len_mean,168492,368.7394669121538,425.3774027301871,0.0,175.66666668335,1814.2030906999994,3735.736842
prod_benign,benign,flow_bytes_per_s,168492,316030.16628512944,6868847.598172357,0.0,1990.8476358277499,2368749.61056017,1300000000.0
prod_benign,benign,flow_pkts_per_s,168492,4520.714332532868,46361.62485655073,0.0183230316,17.37223270095,40816.32653,3000000.0
prod_benign,benign,flow_iat_mean,168492,1596698.9576468042,4668209.767541838,0.5,77867.83333333334,29200000.0,109152243.0
prod_benign,benign,flow_iat_std,168492,3301421.290744121,8435077.747672051,0.0,81948.9118984503,50300000.0,84800000.0
prod_benign,benign,flow_iat_max,168492,9361833.887887852,20033312.69156824,1.0,264876.5,99400000.0,120000000.0
prod_benign,benign,flow_iat_min,168492,26841.721304275576,901229.0901155529,0.0,3.0,304393.5199999999,109152243.0
prod_benign,benign,fwd_iat_mean,168492,3790209.7774880463,13217498.793702418,0.0,43390.75,86307468.1999997,120000000.0
prod_benign,benign,bwd_iat_mean,168492,3789250.696209018,13235487.508055875,0.0,25533.35714214285,85900000.0,120000000.0
prod_benign,benign,syn_flag_count,168492,0.035491299290174014,0.1850180179465484,0.0,0.0,1.0,1.0
prod_benign,benign,psh_flag_count,168492,0.5604182987916341,0.49633620578306076,0.0,1.0,1.0,1.0
prod_benign,benign,ack_flag_count,168492,0.09661586306768274,0.29543398259402986,0.0,0.0,1.0,1.0
prod_benign,benign,down_up_ratio,168492,0.5907698881846022,0.631835717769931,0.0,1.0,2.0,124.0
prod_benign,benign,pkt_size_avg,168492,243.58757305367334,251.49200693909805,0.0,144.25,1093.909091,2784.0
honeypot_pool,all,flow_duration,327595,24259555.48100551,40711334.228019506,1.0,393911.0,118783300.16,119999998.0
honeypot_pool,all,fwd_packets,327595,10.757325356003602,48.25648279783891,1.0,4.0,97.0,9453.0
honeypot_pool,all,bwd_packets,327595,11.707559639188633,60.480761510963355,0.0,4.0,132.0,10063.0
honeypot_pool,all,fwd_bytes,327595,1230.6637738671225,25489.139674219372,0.0,124.0,12982.0,12900000.0
honeypot_pool,all,bwd_bytes,327595,12589.924461606557,108627.61835886985,0.0,458.0,195563.57999999978,23400903.0
honeypot_pool,all,fwd_pkt_len_max,327595,386.3691539858667,971.8269877328955,0.0,52.0,5520.0,23360.0
honeypot_pool,all,fwd_pkt_len_min,327595,19.296454463590713,70.72054690548717,0.0,0.0,78.0,2065.0
honeypot_pool,all,fwd_pkt_len_mean,327595,92.74771830649365,253.20377366358488,0.0,43.0,1659.0,4672.0
honeypot_pool,all,bwd_pkt_len_max,327595,1588.3970695523435,2408.93504042111,0.0,241.0,10220.0,11680.0
honeypot_pool,all,bwd_pkt_len_min,327595,45.032808803553166,75.6196980111893,0.0,0.0,266.0,2042.0
honeypot_pool,all,bwd_pkt_len_mean,327595,545.8586564552186,756.0094360979814,0.0,165.0,2900.25,3869.0
honeypot_pool,all,flow_bytes_per_s,327595,309613.28139134025,5390037.406172101,0.0,2658.070158,2577347.0793999988,1450000000.0
honeypot_pool,all,flow_pkts_per_s,327595,5641.613642402997,49442.12752681863,0.016717574,19.33936722,64516.12903,4000000.0
honeypot_pool,all,flow_iat_mean,327595,1583499.1416709614,4345070.146011664,0.333333333,67182.0,26300000.0,120000000.0
honeypot_pool,all,flow_iat_std,327595,3635743.8954164768,8656024.470345076,0.0,87087.22789,45600000.0,84800261.5664079
honeypot_pool,all,flow_iat_max,327595,10842211.34654375,23264930.79718774,1.0,241867.0,99900000.0,120000000.0
honeypot_pool,all,flow_iat_min,327595,17393.621267113358,727203.1265731036,0.0,3.0,231092.5199999999,120000000.0
honeypot_pool,all,fwd_iat_mean,327595,3593893.183262869,12089353.080427421,0.0,19543.66667,77600000.0,120000000.0
honeypot_pool,all,bwd_iat_mean,327595,3080458.254624815,11939509.37984664,0.0,16565.0,77603963.33999999,120000000.0
honeypot_pool,all,syn_flag_count,327595,0.03253407408537981,0.17741366381647958,0.0,0.0,1.0,1.0
honeypot_pool,all,psh_flag_count,327595,0.4643538515545109,0.4987277334387994,0.0,0.0,1.0,1.0
honeypot_pool,all,ack_flag_count,327595,0.14997481646545277,0.35704673488439376,0.0,0.0,1.0,1.0
honeypot_pool,all,down_up_ratio,327595,0.6872205009233963,0.7918255741148992,0.0,1.0,3.0,156.0
honeypot_pool,all,pkt_size_avg,327595,338.3587730552017,425.396740293834,0.0,137.24,1661.0,3893.333333
honeypot_pool,benign,flow_duration,275777,23880681.31851822,41102858.91573097,1.0,263758.0,118959522.64,119999998.0
honeypot_pool,benign,fwd_packets,275777,11.747810731134214,49.241135540195444,1.0,4.0,109.0,9453.0
honeypot_pool,benign,bwd_packets,275777,12.946674305689017,63.24312379607685,0.0,2.0,152.0,10063.0
honeypot_pool,benign,fwd_bytes,275777,1394.030259956414,26305.444966386232,0.0,172.0,15000.959999999963,12900000.0
honeypot_pool,benign,bwd_bytes,275777,13219.439840885932,118366.56205226241,0.0,332.0,230441.35999999847,23400903.0
honeypot_pool,benign,fwd_pkt_len_max,275777,442.82009014529854,1047.7034230272238,0.0,69.0,5840.0,23360.0
honeypot_pool,benign,fwd_pkt_len_min,275777,22.793459933206904,76.57123476112463,0.0,0.0,81.0,2065.0
honeypot_pool,benign,fwd_pkt_len_mean,275777,106.54828844930528,273.47255845091877,0.0,45.75,1933.5,4672.0
honeypot_pool,benign,bwd_pkt_len_max,275777,844.8754428396857,1094.6066954715302,0.0,175.0,4380.0,11680.0
honeypot_pool,benign,bwd_pkt_len_min,275777,53.33400900002538,78.41202480846542,0.0,2.0,271.0,2042.0
honeypot_pool,benign,bwd_pkt_len_mean,275777,310.307455339429,385.74188454396034,0.0,139.0,1764.7561346633518,3621.647059
honeypot_pool,benign,flow_bytes_per_s,275777,352543.48364808905,5844219.476023959,0.0,2783.0487033523,2709435.8810526077,1450000000.0
honeypot_pool,benign,flow_pkts_per_s,275777,6189.917181611805,50487.899447408134,0.0168452089,26.10239098,70175.4386,4000000.0
honeypot_pool,benign,flow_iat_mean,275777,1440009.389185784,4436908.60632554,0.333333333,50354.6666666667,28300000.0,118728121.0
honeypot_pool,benign,flow_iat_std,275777,2941530.6113405735,7990376.813796648,0.0,56695.67932,48800000.0,84800261.5664079
honeypot_pool,benign,flow_iat_max,275777,8211618.616552505,18424479.46401639,1.0,162052.0,91424170.87999989,120000000.0
honeypot_pool,benign,flow_iat_min,275777,17096.633740304667,527091.7115256264,0.0,3.0,262479.3599999992,118728121.0
honeypot_pool,benign,fwd_iat_mean,275777,3464868.7946587387,12778023.496945126,0.0,21885.4545454545,83900000.0,120000000.0
honeypot_pool,benign,bwd_iat_mean,275777,3449020.473936984,12777864.466499506,0.0,10948.0,83623999.99999908,120000000.0
honeypot_pool,benign,syn_flag_count,275777,0.0386217849929472,0.1926918335501164,0.0,0.0,1.0,1.0
honeypot_pool,benign,psh_flag_count,275777,0.45394648574754237,0.4978745563141369,0.0,0.0,1.0,1.0
honeypot_pool,benign,ack_flag_count,275777,0.10530247265000345,0.306942766495317,0.0,0.0,1.0,1.0
honeypot_pool,benign,down_up_ratio,275777,0.6818842760636311,0.7990969169436948,0.0,1.0,3.0,156.0
honeypot_pool,benign,pkt_size_avg,275777,219.19743085201216,258.68594848702827,0.0,116.5,1222.7468938,3893.333333
honeypot_pool,attack,flow_duration,51818,26275935.50162106,38498132.75070708,1.0,1246602.0,102016995.54,119995180.0
honeypot_pool,attack,fwd_packets,51818,5.485931529584314,42.24638948965821,1.0,3.0,14.0,5523.0
honeypot_pool,attack,bwd_packets,51818,5.112953027905361,42.277070004338704,0.0,5.0,8.0,5525.0
honeypot_pool,attack,fwd_bytes,51818,361.22227797290515,20585.960662356745,0.0,26.0,2008.0,2866110.0
honeypot_pool,attack,bwd_bytes,51818,9239.624126751321,4615.154667581479,0.0,11601.0,11632.0,33406.0
honeypot_pool,attack,fwd_pkt_len_max,51818,85.9355243351731,147.33427013016347,0.0,20.0,640.0,1460.0
honeypot_pool,attack,fwd_pkt_len_min,51818,0.6852831062565132,1.9059559609064225,0.0,0.0,6.0,48.0
honeypot_pool,attack,fwd_pkt_len_mean,51818,19.300656816776524,29.848174443362804,0.0,8.666666667,138.9811111130002,920.75
honeypot_pool,attack,bwd_pkt_len_max,51818,5545.442182253271,3421.9181663546474,0.0,5840.0,11595.0,11632.0
honeypot_pool,attack,bwd_pkt_len_min,51818,0.8535643984715736,33.327917195420554,0.0,0.0,2.0,1460.0
honeypot_pool,attack,bwd_pkt_len_mean,51818,1799.4694401618287,977.0505496968285,0.0,1934.5,2901.75,3869.0
honeypot_pool,attack,flow_bytes_per_s,51818,81137.41609821,1354759.451514255,0.0,1357.8295605,743889.9552,276000000.0
honeypot_pool,attack,flow_pkts_per_s,51818,2723.5252342747895,43338.61011794789,0.016717574,6.317369467000001,8953.715282020154,2000000.0
honeypot_pool,attack,flow_iat_mean,51818,2347156.046049842,3727538.4944660077,0.666666667,182265.33335,10700000.0,120000000.0
honeypot_pool,attack,flow_iat_std,51818,7330368.482289772,10848186.474349126,0.0,472438.8442,31600000.0,67900000.0
honeypot_pool,attack,flow_iat_max,51818,24842307.284225557,37180478.65219302,1.0,1237944.0,101000000.0,120000000.0
honeypot_pool,attack,flow_iat_min,51818,18974.19807788799,1365519.809488342,0.0,5.0,577.6600000000035,120000000.0
honeypot_pool,attack,fwd_iat_mean,51818,4280564.973298788,7379044.108320998,0.0,12034.25,27100000.0,120000000.0
honeypot_pool,attack,bwd_iat_mean,51818,1118958.7147882336,5262953.9082368435,0.0,41920.25,20000000.0,118000000.0
honeypot_pool,attack,syn_flag_count,51818,0.00013508819329190628,0.011621959579689626,0.0,0.0,0.0,1.0
honeypot_pool,attack,psh_flag_count,51818,0.5197421745339458,0.4996100945183866,0.0,1.0,1.0,1.0
honeypot_pool,attack,ack_flag_count,51818,0.38772241306109845,0.48723068814595144,0.0,0.0,1.0,1.0
honeypot_pool,attack,down_up_ratio,51818,0.7156200548072098,0.7513079557950317,0.0,1.0,2.0,4.0
honeypot_pool,attack,pkt_size_avg,51818,972.5391248396976,556.9141829212401,0.0,996.8333333,1661.857143,2324.2
trusted_eval,all,flow_duration,190086,11172684.82003409,29025650.649838615,1.0,66969.0,117279392.0,119999872.0
trusted_eval,all,fwd_packets,190086,5.8146996622581355,29.566253533224813,1.0,2.0,45.0,5250.0
trusted_eval,all,bwd_packets,190086,5.984170322906474,37.46433390259902,0.0,2.0,55.0,6870.0
trusted_eval,all,fwd_bytes,190086,774.0659490967247,3684.756175027977,0.0,78.0,11607.0,306288.0
trusted_eval,all,bwd_bytes,190086,5929.818166514104,76835.85099704507,0.0,254.0,65895.1999999989,12300000.0
trusted_eval,all,fwd_pkt_len_max,190086,333.2344938606736,1218.6532008004447,0.0,38.0,7300.0,23360.0
trusted_eval,all,fwd_pkt_len_min,190086,28.404722073166884,71.12016906819768,0.0,32.0,85.0,1493.0
trusted_eval,all,fwd_pkt_len_mean,190086,100.83878312844737,319.02291513330044,0.0,37.0,1934.5,3893.333333
trusted_eval,all,bwd_pkt_len_max,190086,1261.5914217775112,2494.016007923411,0.0,127.0,11595.0,17376.0
trusted_eval,all,bwd_pkt_len_min,190086,75.50027882116515,90.61361104932207,0.0,74.0,303.0,1460.0
trusted_eval,all,bwd_pkt_len_mean,190086,459.7804501267972,770.9708187475825,0.0,121.0,2901.75,5800.5
trusted_eval,all,flow_bytes_per_s,190086,390830.1497819298,2591176.8419738496,0.0,6698.47939211515,2866003.733649999,347000000.0
trusted_eval,all,flow_pkts_per_s,190086,6639.895145290711,43263.70701327434,0.022007231,66.04801690915,60606.06061,3000000.0
trusted_eval,all,flow_iat_mean,190086,884589.8769499894,3604840.028390777,0.5,19170.966666666653,14000000.0,90900000.0
trusted_eval,all,flow_iat_std,190086,2070825.6635017435,7001487.8943052795,0.0,29730.420899999997,29500000.0,84600000.0
trusted_eval,all,flow_iat_max,190086,6248802.9510169085,19431138.613513615,1.0,61198.0,95000000.0,120000000.0
trusted_eval,all,flow_iat_min,190086,18029.12774744063,794914.2035760698,0.0,3.0,88582.0499999988,90900000.0
trusted_eval,all,fwd_iat_mean,190086,1799670.9281704717,8532367.46157638,0.0,49.0,33814999.99999942,120000000.0
trusted_eval,all,bwd_iat_mean,190086,1263165.8339433684,7044551.1537333615,0.0,47.0,27814999.99999942,120000000.0
trusted_eval,all,syn_flag_count,190086,0.014304051850215166,0.1187410878798132,0.0,0.0,1.0,1.0
trusted_eval,all,psh_flag_count,190086,0.26727902107467144,0.4425392027470977,0.0,0.0,1.0,1.0
trusted_eval,all,ack_flag_count,190086,0.10937680839199099,0.31211139386118647,0.0,0.0,1.0,1.0
trusted_eval,all,down_up_ratio,190086,0.8037677682733079,0.7403491476265882,0.0,1.0,3.0,108.0
trusted_eval,all,pkt_size_avg,190086,306.1700205256642,452.0158623729662,0.0,93.25,1661.857143,3337.142857
trusted_eval,benign,flow_duration,161465,9412162.341213265,27080381.525740344,1.0,54293.0,117546184.03999999,119999872.0
trusted_eval,benign,fwd_packets,161465,5.850723066918527,27.21684365773128,1.0,2.0,50.0,5250.0
trusted_eval,benign,bwd_packets,161465,6.09041587960239,38.671044019382606,0.0,2.0,62.0,6870.0
trusted_eval,benign,fwd_bytes,161465,884.4043353048648,3983.6110619321335,0.0,82.0,11613.0,306288.0
trusted_eval,benign,bwd_bytes,161465,4882.582702133589,68221.69888037337,0.0,228.0,79051.07999999961,12300000.0
trusted_eval,benign,fwd_pkt_len_max,161465,374.3521382342923,1315.7440207431746,0.0,39.0,7300.0,23360.0
trusted_eval,benign,fwd_pkt_len_min,161465,33.36823460192611,76.09626685144407,0.0,34.0,89.35999999998603,1493.0
trusted_eval,benign,fwd_pkt_len_mean,161465,114.72709883325224,343.92925567310897,0.0,38.0,1935.5,3893.333333
trusted_eval,benign,bwd_pkt_len_max,161465,381.2380453968352,750.7831216643689,0.0,113.0,4104.0,11584.0
trusted_eval,benign,bwd_pkt_len_min,161465,88.6681757656458,90.80477020793823,0.0,89.0,308.0,1460.0
trusted_eval,benign,bwd_pkt_len_mean,161465,181.2130811060971,256.244040740985,0.0,109.0,1444.5899999999965,3013.21875
trusted_eval,benign,flow_bytes_per_s,161465,441134.8876424339,2600834.5680353884,0.0,6635.1016201243,3082705.882119986,296000000.0
trusted_eval,benign,flow_pkts_per_s,161465,7748.004095847332,46394.37371157192,0.025039351,83.58233905,68181.81818,3000000.0
trusted_eval,benign,flow_iat_mean,161465,619843.0911056531,2741323.0400521816,0.5,15680.66667,13300000.0,59900000.0
trusted_eval,benign,flow_iat_std,161465,1363002.446085939,5382020.23811021,0.0,22659.6731,27932175.712558344,84600000.0
trusted_eval,benign,flow_iat_max,161465,3982899.745276066,14073419.159824437,1.0,48237.0,85900000.0,120000000.0
trusted_eval,benign,flow_iat_min,161465,6994.51607469111,209617.7255600795,0.0,3.0,103495.83999999973,53100000.0
trusted_eval,benign,fwd_iat_mean,161465,1423663.577558395,7659535.686785395,0.0,46.0,32000000.0,120000000.0
trusted_eval,benign,bwd_iat_mean,161465,1382795.652114949,7617489.151216333,0.0,4.0,32800000.0,120000000.0
trusted_eval,benign,syn_flag_count,161465,0.01675285665624129,0.12834406277696184,0.0,0.0,1.0,1.0
trusted_eval,benign,psh_flag_count,161465,0.18612083113987551,0.3892041461183032,0.0,0.0,1.0,1.0
trusted_eval,benign,ack_flag_count,161465,0.07906976744186046,0.269847622406703,0.0,0.0,1.0,1.0
trusted_eval,benign,down_up_ratio,161465,0.8095500572879571,0.7333763399410103,0.0,1.0,3.0,108.0
trusted_eval,benign,pkt_size_avg,161465,166.56123531652997,266.0815690928775,0.0,86.25,1454.125,3337.142857
