partition,class,feature,n,mean,std,min,p50,p99,max
seed_train,attack,bwd_bytes,2762,2640.0112961797486,5199.173096818052,21.195724092715963,1155.1592604215705,21005.531477518165,133502.91819867762
seed_train,attack,fwd_pkt_len_max,2762,400.0914098879317,309.51261462818013,30.79914227744198,313.3186527019957,1632.04670718337,2693.643174882746
seed_train,attack,fwd_pkt_len_min,2762,40.01958491022482,21.27970915693039,6.3260468806801935,35.33541364644418,112.59042768902823,207.6644515513251
seed_train,attack,fwd_pkt_len_mean,2762,121.91378528689638,80.20561021243121,14.297635320863394,102.54449465208688,413.23785795444434,906.790180045388
seed_train,attack,bwd_pkt_len_max,2762,906.7686713211593,618.3299194886837,109.3906357314829,745.5822916181976,3218.597179094441,6493.030418665545
seed_train,attack,bwd_pkt_len_min,2762,39.45848021227973,21.135204540158398,5.856596334592244,34.86441989281372,111.75912976949111,175.2935180201539
seed_train,attack,bwd_pkt_len_mean,2762,342.6863636731296,217.6094994232393,33.501813304345234,287.80250223977146,1127.5224813011635,1851.7737831435963
seed_train,attack,flow_bytes_per_s,2762,6617.707858682153,13413.42791990688,16.30094523581369,2579.7281846605065,61388.57135531792,254803.68717464153
seed_train,attack,flow_pkts_per_s,2762,53.710319652784904,107.63211231728427,0.3027612006849665,22.493564061995755,472.977025064615,2379.042881564365
seed_train,attack,flow_iat_mean,2762,415968.517658389,568936.9832944659,6894.751228930503,250702.34291538846,2816462.9333280837,11075952.415642655
seed_train,attack,flow_iat_std,2762,509288.95542584115,642589.9518519267,9353.622167517691,305818.98531374004,3112011.9640936432,7275046.190733515
seed_train,attack,flow_iat_max,2762,1520874.784437662,2167370.0417959183,26941.14758623971,913436.9003385702,9381065.662000027,45186286.03378003
seed_train,attack,flow_iat_min,2762,4853.73803681814,8426.024767393186,33.10970478661945,2327.185971306446,38872.07077394288,143953.45747864756
seed_train,attack,fwd_iat_mean,2762,582533.3585501361,682681.9073907083,3271.313161267592,363967.824556135,3293173.183244964,9126650.845564099
seed_train,attack,bwd_iat_mean,2762,620163.8050390008,826908.0189711506,11403.137347231597,371597.15989750996,4119758.4201221894,10967114.784640394
seed_train,attack,syn_flag_count,2762,6.005068790731354,2.4543573568439556,0.0,6.0,12.0,18.0
seed_train,attack,psh_flag_count,2762,3.0253439536567703,1.7742042839384522,0.0,3.0,8.0,12.0
seed_train,attack,ack_flag_count,2762,27.55032585083273,13.650407933507736,4.0,25.0,53.38999999999987,66.0
seed_train,attack,down_up_ratio,2762,1.3710040144378604,0.7314840462710773,0.19799889657406702,1.2088063012586026,3.9273329508561,6.571540532979813
seed_train,attack,pkt_size_avg,2762,308.0655912414385,205.30680307748278,20.84995399284368,258.4836224463397,1090.1320068500575,1935.3751464477982
prod_benign,all,flow_duration,13773,4944660.200666689,7250580.1979508875,33988.31672057772,2721746.2068792973,34035744.8902714,179764810.2133302
prod_benign,all,fwd_packets,13773,12.226798867743648,14.136994737613817,0.21734953699430357,8.066940558408476,67.09326106659725,286.7972529353045
prod_benign,all,bwd_packets,13773,9.923849592710031,11.264359329051016,0.24019072827561527,6.671601548579336,54.41314864662579,337.6632660918767
prod_benign,all,fwd_bytes,13773,1203.181197088817,1625.7836320686758,16.154179332965384,730.0100232608894,7597.258713290486,64119.93733477634
prod_benign,all,bwd_bytes,13773,3940.0589692062204,5669.51457005279,32.393883552347404,2176.1430770555276,26773.700805189113,125412.1466351961
prod_benign,all,fwd_pkt_len_max,13773,397.2188835911006,319.1277096275244,20.065450131458462,309.4150650947296,1509.4554416806322,5937.053031196804
prod_benign,all,fwd_pkt_len_min,13773,39.85495974127256,21.110396927611802,5.26980763746563,35.228331068752084,112.52169816293642,237.21441699907066
prod_benign,all,fwd_pkt_len_mean,13773,119.97392864340706,79.3851892580121,10.290047896016846,100.4480150605235,399.5717146191536,1181.0493058070842
prod_benign,all,bwd_pkt_len_max,13773,903.939200091027,601.9203809676826,69.56351980810014,752.0219789223758,3126.910241402696,9091.753584330623
prod_benign,all,bwd_pkt_len_min,13773,39.86347165541848,21.240143431804803,5.803429598151256,35.243612437210516,114.19762893144414,221.60785205907032
prod_benign,all,bwd_pkt_len_mean,13773,347.3636534198339,227.56457618119137,26.57785512129593,290.35060865897515,1169.039975374874,2760.4921520693338
prod_benign,all,flow_bytes_per_s,13773,3435.555587699904,8607.011981258633,5.072431213289295,1274.957893677111,34270.76242316864,339946.00227347796
prod_benign,all,flow_pkts_per_s,13773,14.862840653016594,30.861187494622804,0.05708848439523516,6.512838826245728,135.59863091287207,948.2968996843111
prod_benign,all,flow_iat_mean,13773,396700.41292235226,526073.4458276163,4468.4121868628135,239378.16239537965,2517329.43465884,10132003.353330802
prod_benign,all,flow_iat_std,13773,498714.821955006,621938.5713664403,6632.91852277393,304681.4691175053,3064601.1651758566,10418367.96397923
prod_benign,all,flow_iat_max,13773,1472637.994539507,1824933.9612114355,18270.275835325825,900812.4771492481,9177153.047582252,34252013.95941766
prod_benign,all,flow_iat_min,13773,5008.086532474074,8736.236948702754,23.21211323877769,2413.906931723346,40246.49109591048,284061.3408894921
prod_benign,all,fwd_iat_mean,13773,607643.747243109,789209.0829269335,10386.801844048283,362935.26508411026,3928197.384110474,14359952.20744437
prod_benign,all,bwd_iat_mean,13773,612105.1389088245,836246.88755556,4094.5221475097605,362798.06908581906,3878759.487885716,26166281.943801343
prod_benign,all,syn_flag_count,13773,1.0036302911493502,0.997194149910724,0.0,1.0,4.0,6.0
prod_benign,all,psh_flag_count,13773,3.01575546358818,1.7486255208336487,0.0,3.0,8.0,13.0
prod_benign,all,ack_flag_count,13773,14.977782618165977,3.8654229180489197,3.0,15.0,25.0,33.0
prod_benign,all,down_up_ratio,13773,1.3989586385257649,0.7465788517126263,0.1620554658500654,1.236170348714778,3.9776672797551504,9.64734384923466
prod_benign,all,pkt_size_avg,13773,303.3502748146674,206.6254186556379,21.358404855960096,251.48338724619592,1051.4697785204075,3919.603824377683
prod_benign,benign,flow_duration,13773,4944660.200666689,7250580.1979508875,33988.31672057772,2721746.2068792973,34035744.8902714,179764810.2133302
prod_benign,benign,fwd_packets,13773,12.226798867743648,14.136994737613817,0.21734953699430357,8.066940558408476,67.09326106659725,286.7972529353045
prod_benign,benign,bwd_packets,13773,9.923849592710031,11.264359329051016,0.24019072827561527,6.671601548579336,54.41314864662579,337.6632660918767
prod_benign,benign,fwd_bytes,13773,1203.181197088817,1625.7836320686758,16.154179332965384,730.0100232608894,7597.258713290486,64119.93733477634
prod_benign,benign,bwd_bytes,13773,3940.0589692062204,5669.51457005279,32.393883552347404,2176.1430770555276,26773.700805189113,125412.1466351961
prod_benign,benign,fwd_pkt_len_max,13773,397.2188835911006,319.1277096275244,20.065450131458462,309.4150650947296,1509.4554416806322,5937.053031196804
prod_benign,benign,fwd_pkt_len_min,13773,39.85495974127256,21.110396927611802,5.26980763746563,35.228331068752084,112.52169816293642,237.21441699907066
prod_benign,benign,fwd_pkt_len_mean,13773,119.97392864340706,79.3851892580121,10.290047896016846,100.4480150605235,399.5717146191536,1181.0493058070842
prod_benign,benign,bwd_pkt_len_max,13773,903.939200091027,601.9203809676826,69.56351980810014,752.0219789223758,3126.910241402696,9091.753584330623
prod_benign,benign,bwd_pkt_len_min,13773,39.86347165541848,21.240143431804803,5.803429598151256,35.243612437210516,114.19762893144414,221.60785205907032
prod_benign,benign,bwd_pkt_len_mean,13773,347.3636534198339,227.56457618119137,26.57785512129593,290.35060865897515,1169.039975374874,2760.4921520693338
prod_benign,benign,flow_bytes_per_s,13773,3435.555587699904,8607.011981258633,5.072431213289295,1274.957893677111,34270.76242316864,339946.00227347796
prod_benign,benign,flow_pkts_per_s,13773,14.862840653016594,30.861187494622804,0.05708848439523516,6.512838826245728,135.59863091287207,948.2968996843111
prod_benign,benign,flow_iat_mean,13773,396700.41292235226,526073.4458276163,4468.4121868628135,239378.16239537965,2517329.43465884,10132003.353330802
prod_benign,benign,flow_iat_std,13773,498714.821955006,621938.5713664403,6632.91852277393,304681.4691175053,3064601.1651758566,10418367.96397923
prod_benign,benign,flow_iat_max,13773,1472637.994539507,1824933.9612114355,18270.275835325825,900812.4771492481,9177153.047582252,34252013.95941766
prod_benign,benign,flow_iat_min,13773,5008.086532474074,8736.236948702754,23.21211323877769,2413.906931723346,40246.49109591048,284061.3408894921
prod_benign,benign,fwd_iat_mean,13773,607643.747243109,789209.0829269335,10386.801844048283,362935.26508411026,3928197.384110474,14359952.20744437
prod_benign,benign,bwd_iat_mean,13773,612105.1389088245,836246.88755556,4094.5221475097605,362798.06908581906,3878759.487885716,26166281.943801343
prod_benign,benign,syn_flag_count,13773,1.0036302911493502,0.997194149910724,0.0,1.0,4.0,6.0
prod_benign,benign,psh_flag_count,13773,3.01575546358818,1.7486255208336487,0.0,3.0,8.0,13.0
prod_benign,benign,ack_flag_count,13773,14.977782618165977,3.8654229180489197,3.0,15.0,25.0,33.0
prod_benign,benign,down_up_ratio,13773,1.3989586385257649,0.7465788517126263,0.1620554658500654,1.236170348714778,3.9776672797551504,9.64734384923466
prod_benign,benign,pkt_size_avg,13773,303.3502748146674,206.6254186556379,21.358404855960096,251.48338724619592,1051.4697785204075,3919.603824377683
honeypot_pool,all,flow_duration,16495,7902280.2047059545,19384981.285960294,47262.67259851638,3280405.8134473343,77607364.72890571,731723379.1060082
honeypot_pool,all,fwd_packets,16495,13.019845657441861,15.408153796882505,0.2713293361379179,8.50528330244867,73.00570553657273,504.05285916000963
honeypot_pool,all,bwd_packets,16495,16.319101125927624,36.907768239518155,0.12056360827578941,7.441249618257963,163.3704093799134,1068.4616648641484
honeypot_pool,all,fwd_bytes,16495,1598.644430430645,2887.15941974689,10.424962503738179,805.0462546273259,13181.848708053547,84494.32144615235
honeypot_pool,all,bwd_bytes,16495,10519.894707546006,39234.46505678487,38.84978491330773,2462.159898505252,168617.6446082398,1159133.4298073233
honeypot_pool,all,fwd_pkt_len_max,16495,494.9956964120197,562.3334238747562,15.484434566937097,337.74486811674365,2919.5930351539378,11428.647869422788
honeypot_pool,all,fwd_pkt_len_min,16495,39.56833185278935,21.085801470191548,3.8632378828191287,34.88559898924853,109.79534755616062,254.66457021974026
honeypot_pool,all,fwd_pkt_len_mean,16495,120.18992294427423,79.67959455983494,8.050729848162609,100.15794237776115,409.37975731898257,1014.5391801923828
honeypot_pool,all,bwd_pkt_len_max,16495,901.3288657308673,583.9869830098165,71.29253795576314,756.7076505838385,3011.2580114487637,7164.935740519203
honeypot_pool,all,bwd_pkt_len_min,16495,40.13201874719043,21.1480029938201,4.777770715336829,35.61111741319884,113.32797889501893,233.85717895259003
honeypot_pool,all,bwd_pkt_len_mean,16495,351.99942196900133,231.83629762140507,28.934343029234302,291.0343014215806,1205.02823301467,2842.394344611292
honeypot_pool,all,flow_bytes_per_s,16495,3908.8898165654427,10234.91292435838,3.22348389145674,1333.4158604456381,41332.71753754548,285094.53623092204
honeypot_pool,all,flow_pkts_per_s,16495,13.856550634167919,29.134811519857504,0.030334490679232294,5.962945009974693,120.57297171350048,920.3837299419548
honeypot_pool,all,flow_iat_mean,16495,410568.9734028355,571124.6819954129,4209.705079330292,247361.47042977993,2511904.753003591,20171099.88615999
honeypot_pool,all,flow_iat_std,16495,499647.3741717645,669938.1978388106,5782.57269062917,303696.46682788595,2986734.9832928595,20795549.742833104
honeypot_pool,all,flow_iat_max,16495,1526495.965896771,1989833.4721816734,20780.20435088281,908092.7167674925,9550165.156855995,37034924.63562123
honeypot_pool,all,flow_iat_min,16495,4961.358687735964,9305.088380978232,11.695128748064473,2401.2168100489057,39461.67664060112,507215.5737548601
honeypot_pool,all,fwd_iat_mean,16495,593071.1415225997,980576.8679011798,8543.652072645522,356861.1000044089,3682158.1749134236,81268088.1096514
honeypot_pool,all,bwd_iat_mean,16495,606392.5340261898,814413.0072747468,9284.919013932831,363108.9452856965,3746576.969860664,17991877.075525694
honeypot_pool,all,syn_flag_count,16495,1.0115186216784222,1.0066710405298824,0.0,1.0,4.0,7.0
honeypot_pool,all,psh_flag_count,16495,3.7336166064127436,3.106258677915407,0.0,3.0,16.0,24.0
honeypot_pool,all,ack_flag_count,16495,20.42934270492691,18.629938056082718,3.0,15.0,91.0,111.0
honeypot_pool,all,down_up_ratio,16495,1.8647581471950665,1.9659591821609423,0.10804817817304836,1.3074651594843496,11.079496912799682,25.06585306777016
honeypot_pool,all,pkt_size_avg,16495,300.9112596900075,196.92394007720705,28.564091626854044,251.50747991483732,999.4670499407717,3250.743976694731
honeypot_pool,benign,flow_duration,13792,5089724.031418076,8188455.1376652755,47262.67259851638,2725845.32439337,37947598.82171756,260498655.71748504
honeypot_pool,benign,fwd_packets,13792,12.068690413130291,13.969795025037168,0.2713293361379179,8.047773353039931,66.38748833806926,504.05285916000963
honeypot_pool,benign,bwd_packets,13792,10.052567056918463,11.20649166731965,0.12056360827578941,6.728295281480604,55.44765308111587,169.45653500136493
honeypot_pool,benign,fwd_bytes,13792,1218.9802282219302,1636.4064818364025,16.665815882881954,729.7274779053712,7694.292733342448,32935.40833088104
honeypot_pool,benign,bwd_bytes,13792,3965.136513720962,5948.659583477207,39.69154889715896,2177.1822460916974,27262.35023952333,198510.49667899052
honeypot_pool,benign,fwd_pkt_len_max,13792,396.5274045171237,302.55798188777027,15.484434566937097,316.56662598797993,1512.8212246116768,4938.771622275525
honeypot_pool,benign,fwd_pkt_len_min,13792,39.495938907770324,21.104618163527956,3.8632378828191287,34.81251335454196,109.66053464103327,254.66457021974026
honeypot_pool,benign,fwd_pkt_len_mean,13792,119.91613282110387,78.82361573156493,10.165994597451812,100.20531463309905,404.2957038275127,1014.5391801923828
honeypot_pool,benign,bwd_pkt_len_max,13792,902.2664660547902,585.434097002855,79.84168152017676,757.3307698638343,2999.4247601123175,7164.935740519203
honeypot_pool,benign,bwd_pkt_len_min,13792,40.04477944069875,21.08962403212913,4.777770715336829,35.53661098389169,112.86604034058374,195.81481707852816
honeypot_pool,benign,bwd_pkt_len_mean,13792,351.25203805280614,231.96866571454504,28.934343029234302,290.32467965600335,1205.0357683805876,2842.394344611292
honeypot_pool,benign,flow_bytes_per_s,13792,3467.248496050387,8273.076799293305,3.22348389145674,1276.2967235571236,35223.852059783334,269465.9922233672
honeypot_pool,benign,flow_pkts_per_s,13792,14.672639517540441,30.69877829354166,0.030334490679232294,6.366192828205456,128.76747936796744,920.3837299419548
honeypot_pool,benign,flow_iat_mean,13792,410551.6177608075,573035.1624139434,4209.705079330292,247329.15580138672,2510255.765872087,20171099.88615999
honeypot_pool,benign,flow_iat_std,13792,495072.04150302033,623384.8045041845,5782.57269062917,303292.5114301874,2952115.163019909,11539599.687095398
honeypot_pool,benign,flow_iat_max,13792,1516569.2903771715,1945281.6156553729,20780.20435088281,903572.6329405252,9344939.325759528,27964426.27642737
honeypot_pool,benign,flow_iat_min,13792,4992.581485566683,9601.181323634588,11.695128748064473,2407.9167479380862,39486.452898505486,507215.5737548601
honeypot_pool,benign,fwd_iat_mean,13792,594437.0659164891,1015676.8220838198,8543.652072645522,358340.24896433536,3687413.2064279476,81268088.1096514
honeypot_pool,benign,bwd_iat_mean,13792,604303.4137382366,793018.4638504892,9284.919013932831,364056.55005816085,3700071.1381616145,15185653.99910552
honeypot_pool,benign,syn_flag_count,13792,1.013921113689095,1.0074162045004909,0.0,1.0,4.0,7.0
honeypot_pool,benign,psh_flag_count,13792,3.0087006960556844,1.7170192649929192,0.0,3.0,8.0,13.0
honeypot_pool,benign,ack_flag_count,13792,14.969765081206496,3.862395224542307,3.0,15.0,25.0,32.0
honeypot_pool,benign,down_up_ratio,13792,1.4078861604776258,0.75379047070929,0.10804817817304836,1.2356017704532642,3.9949557707857726,7.975626358352115
honeypot_pool,benign,pkt_size_avg,13792,300.2760641125404,194.92429403495632,28.564091626854044,251.1584555694991,1000.6728200470269,2991.2460396934516
honeypot_pool,attack,flow_duration,2703,22253288.24835613,41288430.34564996,190930.46866128908,10800780.843534285,179200771.52584997,731723379.1060082
honeypot_pool,attack,fwd_packets,2703,17.87309505793952,20.611925582447622,0.42964052882316317,11.317102660983892,105.563461992957,217.5097474245298
honeypot_pool,attack,bwd_packets,2703,48.29395790719819,80.30650561846126,0.49052718228757053,19.25572889610602,366.89612202431283,1068.4616648641484
honeypot_pool,attack,fwd_bytes,2703,3535.8729457331233,5719.83096049459,10.424962503738179,1614.3129428544044,27127.8291534574,84494.32144615235
honeypot_pool,attack,bwd_bytes,2703,43965.40895439581,88743.56665183588,38.84978491330773,10408.036703791111,420865.44488124014,1159133.4298073233
honeypot_pool,attack,fwd_pkt_len_max,2703,997.4280611232314,1077.3668580684641,31.266969616993187,612.6842643032759,5061.443299259339,11428.647869422788
honeypot_pool,attack,fwd_pkt_len_min,2703,39.93771531475842,20.985639412716324,7.143113243529971,35.17380440091684,110.31714637911882,186.14098279084124
honeypot_pool,attack,fwd_pkt_len_mean,2703,121.58693122350668,83.89746404186617,8.050729848162609,99.75086334469212,457.5389593536684,868.8430865212327
honeypot_pool,attack,bwd_pkt_len_max,2703,896.5447800233035,576.5228286632451,71.29253795576314,753.1555650851998,3093.083422880277,5411.106965319779
honeypot_pool,attack,bwd_pkt_len_min,2703,40.57715545275211,21.437879686945955,5.837896575753925,36.030080409107164,114.91585534188744,233.85717895259003
honeypot_pool,attack,bwd_pkt_len_mean,2703,355.8129325025431,231.12208788545735,31.032273519307708,294.7084754344246,1200.4191388267864,2131.2798389103204
honeypot_pool,attack,flow_bytes_per_s,2703,6162.355259607859,16850.79502017084,8.320717907752044,1701.1456449405507,80279.321246111,285094.53623092204
honeypot_pool,attack,flow_pkts_per_s,2703,9.692474467140979,18.72487637478748,0.04130226480675086,4.0965274142203825,85.84550336522751,399.8742644521725
honeypot_pool,attack,flow_iat_mean,2703,410657.5301970834,561275.2536657428,7753.481747485561,247640.30309092434,2514837.911519748,8769817.592468863
honeypot_pool,attack,flow_iat_std,2703,522992.9117845349,869125.0378762408,10058.193264415604,305601.75325453497,3100451.8976985817,20795549.742833104
honeypot_pool,attack,flow_iat_max,2703,1577146.6165687344,2202480.1044735005,44720.80739024086,925104.6080289977,9934913.972410304,37034924.63562123
honeypot_pool,attack,flow_iat_min,2703,4802.045025996686,7615.154122417977,34.62689723788458,2352.045318893488,37749.35345373748,114078.14417702767
honeypot_pool,attack,fwd_iat_mean,2703,586101.5413596246,777142.4010539693,10749.120389487403,351500.0078792767,3635827.263135573,10706166.729080811
honeypot_pool,attack,bwd_iat_mean,2703,617052.225854325,915755.5516551433,11884.851352200989,358568.01680088363,4218312.855839226,17991877.075525694
honeypot_pool,attack,syn_flag_count,2703,0.9992599573013601,1.0027706261858909,0.0,1.0,4.0,7.0
honeypot_pool,attack,psh_flag_count,2703,7.432484618119942,5.241752300786814,0.0,6.0,20.0,24.0
honeypot_pool,attack,ack_flag_count,2703,48.28672139022173,33.37323738929499,4.0,63.0,100.98000000000002,111.0
honeypot_pool,attack,down_up_ratio,2703,4.195937740538366,3.7666132159331056,0.17722381746630053,2.769479491328226,16.434218759443457,25.06585306777016
honeypot_pool,attack,pkt_size_avg,2703,304.15233161173404,206.79594234274543,31.312716370934815,254.40063207554044,973.0836274614436,3250.743976694731
trusted_eval,all,flow_duration,17831,4095517.606014784,6662024.93829145,1125.6926758730492,2086053.463952045,30755575.214681458,210590546.849358
trusted_eval,all,fwd_packets,17831,15.073254727022292,29.90026093149597,0.04447104954603662,7.452901056006561,139.89836370531987,1083.6861675014998
trusted_eval,all,bwd_packets,17831,8.457565029258623,10.813945952872452,0.02832335124533283,5.2548593220730195,50.9481408977785,336.0050318648339
trusted_eval,all,fwd_bytes,17831,1688.2586512118373,4393.829951201082,1.1612971283681315,668.5934383195021,18400.768666830067,184566.1600848815
trusted_eval,all,bwd_bytes,17831,3593.299003375343,5501.5296465069905,1.727887312036779,1887.5140932659915,26131.909691939454,111556.10621551733
trusted_eval,all,fwd_pkt_len_max,17831,398.8621951237427,315.64186171739834,13.85025062284454,313.86273454359576,1589.514560129943,4543.91178698745
trusted_eval,all,fwd_pkt_len_min,17831,40.08276679584602,21.011191397508274,5.430223558311758,35.49823943984232,112.06611102654323,228.52111615024316
trusted_eval,all,fwd_pkt_len_mean,17831,121.54384143496216,82.20918271608936,10.366834032942016,101.22864371264916,420.76174186378057,1480.9294039433998
trusted_eval,all,bwd_pkt_len_max,17831,892.1800075287613,593.6430772350961,69.45293395839683,745.8492270454234,2925.813788174926,11968.962703785257
trusted_eval,all,bwd_pkt_len_min,17831,40.1940907771621,21.3174393615639,4.047953958398125,35.61311241578093,112.24165245857832,235.89654995456516
trusted_eval,all,bwd_pkt_len_mean,17831,348.00825862015864,229.4338389726863,28.53328914581841,290.67392218969655,1167.5863174369833,4452.636907448366
